apr,"bf4566bdeb0b00f2e9001977d2110c7f15c8081d","Fix memory corruption & return value for Win32"
apr,"fdbe6829b06369bce6bb2c805e7ff9b9c8aa90a9","apr_buckets: Add apr_bucket_file_set_buf_size() which allows to configure the size of the buffer used to read files."
beam,"8c4af353f736b47d00ad723b4b917516fe97c8ed","redesign BeamSqlExpression to execute Calcite SQL expression."
beam,"055492112f37617a2b5e7ccfe701662b8e1c2340","fix buffer overflow"
beam,"23d96f3cd3a185c8d9429903c3f0be0a86daf064","Avoid integer overflow when computing maximum cache weight"
beam,"4a12cd303df6d4c49425d38a6290f496349cc312","[BEAM-978] Support bulk get file size in GcsUtil."
bitcoin,"c5e9e428a9198c8c4076f239b5eaa8dc95e7985b","Merge #9693: Prevent integer overflow in ReadVarInt."
bitcoin,"45f09618f22f0a59d872818f28fc2a938cc98311","Prevent integer overflow in ReadVarInt."
bitcoin,"a9d9f0f5f72ab1f9ebc2f76bfe3b7921fa2826d7","Do not kill connections on recv buffer overflow"
bitcoin,"21ae37d215e4384369d8757def895f2b31426807","Simplify MyGetSpecialFolderPath and fix possible buffer overflow (#901)"
bitcoin,"bd0941652444df09c32eb552952fd3705d03fd6a","Avoid leaking the prune height through getdata (fingerprinting countermeasure)"
bitcoin,"e484652fc36ef7135cf08ad380ea7142b6cbadc0","Introduce CHashVerifier to hash read data"
bitcoin,"eab00d96dfe93db894358787e1b34252d8c23206","Merge #9665: Use cached [compact] blocks to respond to getdata messages"
bitcoin,"efc135ff6dd3f9b7a599c4ed8ee72de70db6773c","Use cached [compact] blocks to respond to getdata messages"
bitcoin,"3451203b5c67c234d168a409d69ff9623573dae3","[qa] Respond to getheaders and do not assume a getdata on inv"
bitcoin,"aa4b0c26b0a94ca6164c441aae723e118554d214","When not filtering blocks, getdata sends more in one test"
bitcoin,"ebb25f4c23adbcb55796c402bafd6064a136f16f","Limit setAskFor and retire requested entries only when a getdata returns."
bitcoin,"00dcaf4bebb6e238b5711530a8a5e4f8fdb6b455","Change download logic to allow calling getheaders/getdata on inbound peers"
bitcoin,"422f873ef3d62f7dff9c00dc0f221912ce28f130","depends: teach 'make download' to download sources for all hosts"
bitcoin,"c7f039b674b43b741f20bf7521eb8a68426f4275","Process getdata invs separately until send buffer overflows"
bitcoin,"903d146030e741441c288873ef3c682fb5019101","Add a notfound message to getdata that is sent if any transactions that aren't in the relayable set are requested."
bitcoin,"05a85b2b38d516a8701f684fcd2ab99f3e5b462d","Add 'mempool' P2P command, and extend 'getdata' behavior to permit downloading of mempool transactions from the remote peer."
bitcoin,"983e4bdef00534d8d5277617f4d84fc326834957","Quieten 'getdata' P2P message output"
bitcoin,"757cec9ddde84a6c3caf8c5e015ad042bb20fb61","Should only be mapped when the getdata is done."
bitcoin,"806704c237890527ca2a7bab4c97550431eebea0","More denial-of-service misbehavior detection: version/addr/inv/getdata messages"
bodhi,"41be7d8762a385f6486fb015f3c0b614b15038e5","100% Test Coverage for server/services/csrf.py"
bodhi,"4f0598a22e36df8ae444308dfe39626c7e63d59b","Write docblocks for bodhi.server.services.csrf."
bodhi,"03ed53466a0af93b7599b564ae754b40e2638da4","Merge pull request #674 from fedora-infra/feature/csrf-verbosity"
bodhi,"ac766188c1474a2fccd69342d67a38b06917778e","Provide a more useful message when the csrf check fails."
bodhi,"54b516319b1f268ff94282a7b24393bdbaa9288c","client: Add a csrf method"
bodhi,"ef081d0b845f44f75bbbfedb63c510d0cfcbac4a","Merge pull request #134 from fedora-infra/csrf-protection"
bodhi,"c77fbb6eeaca4ed0a562ddec8801b77396ea0ebd","Add csrf protection to all POST cornice services."
bodhi,"34725ef7428466ad565256440395de9c62303846","Don't append the csrf url to the obsoletion comment"
bodhi,"3edcf0bf01186c6942201480a4f46452bee67b6d","Don't inject csrf tokens into the bugzilla linkage"
bodhi,"988655b0f2ac968e244f53b0d2a565668ecc393b","Don't add csrf tokens to bugzilla comments"
boringssl,"c3d79605ab06cffa87877bcfe0792f767bde8b90","Fix DTLS anonymous EC(DH) denial of service"
boringssl,"894f48c6b3824f2dfa232089426dc821c72ef80e","Only read 5 bytes (record header length) in sniffing for V2ClientHello."
boringssl,"45c6c3e8ef4a6e853a1fe6a5d3551c3451f77393","Use the record-layer buffer for sniffing V2ClientHellos."
boringssl,"97760d5254807ccc7719cf36c3f77faa3e72ab90","Slightly simplify V2ClientHello sniffing."
boringssl,"4b755cb0da7aace30815164ef2e13031707f6b7f","Implement the V2ClientHello sniff in version-locked methods."
boringssl,"3d9705d0a468405f0af392bdc53d7c40fa1e42e4","Fix bssl handling of buffered read data."
capsicum-linux,"6af7e471e5a7746b8024d70b4363d3dfe41d36b8","alarmtimers: Avoid possible denial of service with high freq periodic timers"
capsicum-linux,"de92d84ec2305c490aa1db33f6e40680f8c236a8","e1000e: fix flow control denial of service possibility"
capsicum-linux,"feb3e20cee25729447e1abdcb40c040b691d457a","move file time and dos attribute setting logic into new function"
capsicum-linux,"5268df2ead6def933ace27ab4d46f67d2989b905","[CIFS] Add write perm for usr to file on windows should remove r/o dos attr"
capsicum-linux,"28f538b56d321dd5e027267f8240f06ce045e0aa","ACPICA: Enable Scope change to root during module-level code execution."
capsicum-linux,"f7dfe3d8a98b7c4869c09826e3a65663cb9c71be","OMAP3: rework of the ASM sleep code execution paths"
capsicum-linux,"583061c59ffea1ea14f6dca735ab0f99238a7a92","ACPICA: Fix possible memory leak for module-level code execution"
capsicum-linux,"4be5de25259de21894df5e2fecc30da8252dee8c","[PATCH] via-rhine: execute bounce buffers code on Rhine-I only"
capsicum-linux,"e7e11f99564222d82f0ce84bd521e57d78a6b678","drm/vmwgfx: fix integer overflow in vmw_surface_define_ioctl()"
capsicum-linux,"457ae7268b29c33dee1c0feb143a15f6029d177b","Btrfs: fix an integer overflow check"
capsicum-linux,"13e2d5187f6b965ba3556caedb914baf81b98ed2","bna: integer overflow bug in debugfs"
capsicum-linux,"cd224553641848dd17800fe559e4ff5d208553e8","net: xilinx_emaclite: fix receive buffer overflow"
capsicum-linux,"647bf3d8a8e5777319da92af672289b2a6c4dc66","IB/rxe: Fix mem_check_range integer overflow"
capsicum-linux,"fe73b582f179354e233e5deddbd274efe8d3bbb9","via-cuda: Prevent read buffer overflow"
capsicum-linux,"eb82fbcf82965c18da11ada92b82f1400b36e0ad","orangefs: silence harmless integer overflow warning"
capsicum-linux,"e41456bfc811f12b5dcda6f2d6849bdff68f6c0a","drm/exynos: g2d: prevent integer overflow in"
capsicum-linux,"5de267b299829b99990305ad0440753bb8aa3de2","ARM: mv78xx0: fix possible PCI buffer overflow"
capsicum-linux,"0f580386b6ad295c04c1b32120826494f8a29c1c","drm/vmwgfx: Fix a potential integer overflow"
capsicum-linux,"83e526f2a2fa4b2e82b6bd3ddbb26b70acfa8947","usb: gadget: f_fs: Assorted buffer overflow checks."
capsicum-linux,"c5082b70adfe8e1ea1cf4a8eff92c9f260e364d2","partitions/efi: Fix integer overflow in GPT size calculation"
capsicum-linux,"0f2ff82e11c86c05d051cae32b58226392d33bbf","drm/vc4: Fix an integer overflow in temporary allocation layout."
capsicum-linux,"5c677869e0abbffbade2cfd82d46d0eebe823f34","vfio-mdev: buffer overflow in ioctl()"
capsicum-linux,"4f43d8dbe634cc79c4b45cc088d066768c0359d2","staging/lustre/lnetselftest: Fix potential integer overflow"
capsicum-linux,"5020ded78348092eac5e9909018f6d53e24eadb6","tty: nozomi: avoid sprintf buffer overflow"
capsicum-linux,"5c2f117a22e46a4afee6ddee29b653a7a2a6b41f","clk: imx: fix integer overflow in AV PLL round rate"
capsicum-linux,"9f0df936b1b93a7fab5b9ed73009f43369c121ea","dmaengine: coh901318: fix integer overflow when shifting more than 32 places"
capsicum-linux,"adb03115f4590baa280ddc440a8eff08a6be0cb7","net: get rid of an signed integer overflow in ip_idents_reserve()"
capsicum-linux,"0278b34bf15f8d8a609595b15909cd8622dd64ca","spi: spidev_test: Fix buffer overflow in unescape()"
capsicum-linux,"79c350e45ebc5a718cc2d7114b45ad560069423d","xfs: fix signed integer overflow"
capsicum-linux,"ae0119f5f73b1e9cf7177fbbeea68d74c5751def","drm: fix signed integer overflow"
capsicum-linux,"1bbea16a736a1cbf9c1917b472c2b427d4c2a185","drm/i915: Fix buffer overflow in dsi_calc_mnp()"
capsicum-linux,"9cc1c73ad66610bffc80b691136ffc1e9a3b1a58","netfilter: conntrack: avoid integer overflow when resizing"
capsicum-linux,"c078f0dd01b73c70b92a660cb1ce3dfc3cbf2903","IB/hfi1: Fix potential buffer overflow"
capsicum-linux,"3610a2add39365a0f153154c60169a66c616d50f","mpssd: fix buffer overflow warning"
capsicum-linux,"0ef6447a3d2f014e49069c4da33f905ed803aa2a","Btrfs: Fix integer overflow when calculating bytes_per_bitmap"
capsicum-linux,"7f058c0a4a0441044f96fcc863533004bc82cf65","soc: mtk-pmic-wrap: avoid integer overflow warning"
capsicum-linux,"d285f52cc0f23564fd61976d43fd5b991b4828f6","batman-adv: Fix integer overflow in batadv_iv_ogm_calc_tq"
capsicum-linux,"44f43e99fe70833058482d183e99fdfd11220996","zsmalloc: fix zs_can_compact() integer overflow"
capsicum-linux,"f5ecec3ce21f706e9e7a330b2e8e5a2941927b46","btrfs: send: silence an integer overflow warning"
capsicum-linux,"d1306eb675ad7a9a760b6b8e8e189824b8db89e7","nvmem: mxs-ocotp: fix buffer overflow in read"
capsicum-linux,"462696fd0fd2aae2fd38d22d19b2d08a55606014","lib/mpi: mpi_read_buffer(): fix buffer overflow"
capsicum-linux,"ea25f451a063e1934402fab578d85ea8254d3dee","staging: lustre: add missing buffer overflow fix for console.c"
capsicum-linux,"6a0e78072c2ae7b20b14e0249d8108441ea928d2","Bluetooth: Fix potential buffer overflow with Add Advertising"
capsicum-linux,"c9ee69c5e2dc41e4153b3742db1f3dde856d539c","qe/ic: fix a buffer overflow error and add check elsewhere"
capsicum-linux,"85c0a87cd117e83361932b2b160c9af178fdb21a","xen: fix potential integer overflow in queue_reply"
capsicum-linux,"46901760b46064964b41015d00c140c83aa05bcf","ext4: fix potential integer overflow"
capsicum-linux,"f862b6b24f0ffd954633a55f39251a6873b664ca","mei: fix possible integer overflow issue"
capsicum-linux,"f4dce1ffd2e30fa31756876ef502ce6d2324be35","MIPS: Fix buffer overflow in syscall_get_arguments()"
capsicum-linux,"01b3f52157ff5a47d6d8d796f396a4b34a53c61d","bpf: fix allocation warnings in bpf maps and integer overflow"
capsicum-linux,"9563fe8a2de9db5eb087fe0e48ec335ee66f8f41","staging: lustre: fix buffer overflow of string buffer"
capsicum-linux,"b85d45947951d23cb22d90caecf4c1eb81342c96","xtensa: xtfpga: fix integer overflow in TASK_SIZE"
capsicum-linux,"9ac0934bbe52290e4e4c2a58ec41cab9b6ca8c96","drm: crtc: integer overflow in drm_property_create_blob()"
capsicum-linux,"f6f19f8bb9afcd0e9970fe51b5affa3063af4499","fm10k: use snprintf() instead of sprintf() to avoid buffer overflow"
capsicum-linux,"4ccb726c728cb414d9abc65a11a6453e75204503","staging: wlan-ng fix buffer overflow in firmware handling"
capsicum-linux,"54ef0b5461c071050c61e501af5544842d61f40a","drm/amdgpu: integer overflow in amdgpu_mode_dumb_create()"
capsicum-linux,"0d2edd3791bb172a59d708d5c94330bbd6050f97","drm/amdgpu: integer overflow in amdgpu_info_ioctl()"
capsicum-linux,"9556f9dad8f57602159825ad19f7a8017eed2089","clk: divider: handle integer overflow when dividing large clock rates"
capsicum-linux,"3725e9dd5bef376ab87d41e40c437a6b2a20eb59","fs/coda: fix readlink buffer overflow"
capsicum-linux,"505c9d27b804f2b1e1e6432a89876df197432bbe","greybus: interface: fix potential attribute-buffer overflow"
capsicum-linux,"6132e89aef51df044246b5aef822144217794ae1","clk: atlas7: fix integer overflow in dto rate calculation"
capsicum-linux,"596f5aad2a704b72934e5abec1b1b4114c16f45b","blk-mq: fix buffer overflow when reading sysfs file of 'pending'"
capsicum-linux,"8c9edf63e75f036b42afb4502deb20bbfb5004b4","NTB: Fix zero size or integer overflow in ntb_set_mw"
capsicum-linux,"2ae0751007cdf2deaa87e160f28c50a00b478883","Staging: most: avoid possible integer overflow"
capsicum-linux,"468b732b6f76b138c0926eadf38ac88467dcd271","rds: fix an integer overflow test in rds_info_getsockopt()"
capsicum-linux,"9200bc4c28cd8992eb5379345abd6b4f0c93df16","hwmon: (nct7802) Fix integer overflow seen when writing voltage limits"
capsicum-linux,"b6ac1280b6969607c5a01e316cc4ab693490c333","gpio: Prevent an integer overflow in the pca953x driver"
capsicum-linux,"e6aabee05f41c9d18e0b92194819edd84f352ac9","iommu/amd: Handle integer overflow in dma_ops_area_alloc"
capsicum-linux,"5a6b2b36a8249ec9dfb2a714acadad86d9cc0aee","omfs: fix potential integer overflow in allocator"
capsicum-linux,"e531d0bceb402e643a4499de40dd3fa39d8d2e43","jbd2: fix r_count overflows leading to buffer overflow in journal recovery"
capsicum-linux,"550f45bc83e7fb4ff454516c20ccfa674f771e37","[media] v4l: xilinx: harmless buffer overflow"
capsicum-linux,"3e4336a65ab6b45cbac10b8347c8f8951fec515d","usbnet: avoid integer overflow in start_xmit"
capsicum-linux,"f5cd2ae1e4ad23bc6527b4a667d3f27534730cc5","mtd: nand_bbt: fix theoretical integer overflow in BBT write"
capsicum-linux,"82e3b88b679049f043fe9b03991d6d66fc0a43c8","[media] cx24117: fix a buffer overflow when checking userspace params"
capsicum-linux,"1fa2337a315a2448c5434f41e00d56b01a22283c","[media] cx24116: fix a buffer overflow when checking userspace params"
capsicum-linux,"12f4543f5d6811f864e6c4952eb27253c7466c02","[media] s5h1420: fix a buffer overflow when checking userspace params"
capsicum-linux,"d02260824e2cad626fb2a9d62e27006d34b6dedc","ALSA: emu10k1: Fix card shortname string buffer overflow"
capsicum-linux,"ed1f041842f0c4226a78fcd96ccb8e6a5433ae9d","dmaengine: xgene: buffer overflow in xgene_dma_init_channels()"
capsicum-linux,"3968be946a057baa48c9b002166f0bfb85ac7b4b","drm: Make integer overflow checking cover universal cursor updates (v2)"
capsicum-linux,"fc9bea0e28db8cbfe0a08c1bfb1796bfd7adf49b","x86, UML: fix integer overflow in ELF_ET_DYN_BASE"
capsicum-linux,"940db9e654dab0cb68b5b9ec52f627945807aac9","avr32: fix integer overflow in ELF_ET_DYN_BASE"
capsicum-linux,"8e64aedf80ae14b852abc0d7ca262530b69e9a18","ASoC: Intel: Fix a buffer overflow issue"
capsicum-linux,"faec8ab42b4a0f119a1cfbceef0c14b7b61059cb","Staging: lustre: integer overflow in ioctl"
capsicum-linux,"8494057ab5e40df590ef6ef7d66324d3ae33356b","IB/uverbs: Prevent integer overflow in ib_umem_get address arithmetic"
capsicum-linux,"8defb3367fcd19d1af64c07792aade0747b54e0f","ARM: 8320/1: fix integer overflow in ELF_ET_DYN_BASE"
capsicum-linux,"bfbaafae8519d82d10da6abe75f5766dd5b20475","firmware: dmi_scan: Prevent dmi_num integer overflow"
capsicum-linux,"d939b52abe0cee9cc3167f554da6b864db86d3f2","cris: fix integer overflow in ELF_ET_DYN_BASE"
capsicum-linux,"2a19f7765bd90a56f3916a603e25b57b3b087480","wil6210: increase cmd buffer size to avoid sscanf buffer overflow"
capsicum-linux,"1f5fc964866dabec6db6e7eaf8865838b1436a8e","staging: comedi: cb_pcidas64: fix possible integer overflow"
capsicum-linux,"e2c26f058e31619b548046b84fe2c2116cb5016f","hwmon: (jc42) Fix integer overflow when writing hysteresis value"
capsicum-linux,"3a05633b042fb4aea65b09ce2d0d43689df6eb9a","hwmon: (jc42) Fix integer overflow"
capsicum-linux,"b0c5881e78b31ff7e90fb8fef23d65c078fec18e","staging: vt6655: Fix RFbSetPower() error: buffer overflow 'priv->abyCCKPwrTbl' 15 <= 56"
capsicum-linux,"d1c7e29e8d276c669e8790bb8be9f505ddc48888","HID: i2c-hid: prevent buffer overflow in early IRQ"
capsicum-linux,"ffe300107d931c5cde5383db420b90e856db84ed","[media] stv090x: add an extra protetion against buffer overflow"
capsicum-linux,"84bc88688e3f6ef843aa8803dbcd90168bb89faf","inetdevice: fixed signed integer overflow"
capsicum-linux,"667c952e7191ffb0a2703c8e173b0d5f0231a764","[media] cx22700: Fix potential buffer overflow"
capsicum-linux,"11b2357d5dbce999803e9055f8c09829a8a87db4","mac80211: minstrels: fix buffer overflow in HT debugfs rc_stats"
capsicum-linux,"2e45354645f77e83fe3832f150acdcfeff45f44c","VMCI: integer overflow in vmci_datagram_dispatch()"
capsicum-linux,"7ac95cf59d59473e680937319594ce0719497e98","[media] firewire: firedtv-avc: fix more potential buffer overflow"
capsicum-linux,"cf3b576d52c1f0a204f0c8bdecc22a338f7ca5a4","[media] dvb: si21xx: buffer overflow in si21_writeregs()"
capsicum-linux,"3011e5e592a2d31556cc3eff335a1ecccd473fa0","[media] firewire: firedtv-avc: potential buffer overflow"
capsicum-linux,"f2e323ec96077642d397bb1c355def536d489d16","[media] ttusb-dec: buffer overflow in ioctl"
capsicum-linux,"ed87c2b2e7dd34016017af183b8f3fbe28179bc1","staging: vt6655: buffer overflow in ioctl"
capsicum-linux,"23c19e2ca736722a9523b64b07cda7efab7b6c57","ima: prevent buffer overflow in ima_alloc_tfm()"
capsicum-linux,"5654699fb38512bdbfc0f892ce54fce75bdc2bab","USB: serial: fix potential heap buffer overflow"
capsicum-linux,"d979e9f9ecab04c1ecca741370e30a8a498893f5","USB: serial: fix potential stack buffer overflow"
capsicum-linux,"ddc64b278a4dda052390b3de1b551e59acdff105","ALSA: core: fix buffer overflow in snd_info_get_line()"
capsicum-linux,"1001ff7a4f64f3f4264e69d3ed70ff428f627e01","mtd: tests: fix integer overflow issues"
capsicum-linux,"8c3f3f1d7941bcb25590b784f84accd7dcb44ba3","mtd: mtdswap: fix integer overflow"
capsicum-linux,"c7b09efacf54210be511450768c0ee98071feb7f","staging/lustre/llite: Fix integer overflow in ll_fid2path"
capsicum-linux,"6b2eb32e697d151ebaf52f9b0304d16f63a27b43","staging/lustre/llite: check for integer overflow in hsm user request"
capsicum-linux,"859976da0307618d1169616f9cb03936716106eb","RDMA/amso1100: Check for integer overflow in c2_alloc_cq_buf()"
capsicum-linux,"4df38926f337ff4de49a8fb512aa4a55df0c502d","UBI: block: Avoid disk size integer overflow"
capsicum-linux,"e8c214d22e76dd0ead38f97f8d2dc09aac70d651","drm/radeon: fix irq ring buffer overflow handling"
capsicum-linux,"10ec9472f05b45c94db3c854d22581a20b97db41","ipv4: fix buffer overflow in ip_options_compile()"
capsicum-linux,"a28d0e873d2899bd750ae495f84fe9c1a2f53809","wan/x25_asy: integer overflow in x25_asy_change_mtu()"
capsicum-linux,"46f69e6a6bbbf3858617c8729e31895846c15a79","sg: prevent integer overflow when converting from sectors to bytes"
capsicum-linux,"6217e5ede23285ddfee10d2e4ba0cc2d4c046205","ALSA: compress: fix an integer overflow check"
capsicum-linux,"ba1d6936f6f83927f17a28ecc9cbb989fa0a7e34","Bluetooth: Fix buffer overflow with variable length commands"
capsicum-linux,"48bc03433cfdcac7a3bbb233d5c9f95297a0f5ab","ieee802154: reassembly: fix possible buffer overflow"
capsicum-linux,"c89c7e94bb7d89b39471c79034e3ba1b25d817f5","ASoC: fsl_spdif: Fix integer overflow when calculating divisors"
capsicum-linux,"1376327ce1f790070ec7128b285e2d8965e760a5","ipc/shm.c: check for integer overflow during shmget."
capsicum-linux,"21fd3e956ee8a307a06bc6e095f5767a00eb2a7e","ALSA: seq: correctly detect input buffer overflow"
capsicum-linux,"9becd707841207652449a8dfd90fe9c476d88546","net: cdc_ncm: fix buffer overflow"
capsicum-linux,"ee02eb4ae43b3b65cbf4c49c6915fe9d63aac970","staging: lustre: integer overflow in obd_ioctl_is_invalid()"
capsicum-linux,"7bc3dfa37ba6f6ea81c362eb1993bd20c0828eae","staging: lustre: check for integer overflow"
capsicum-linux,"ebdc4fc54d5defaa20417eabeb7a8d7b400fd53c","staging/lustre/llite: prevent buffer overflow in fiemap"
capsicum-linux,"1612343a264b2791f4602f4b47dac853e0892ec0","cpufreq: ppc: Fix integer overflow in expression"
capsicum-linux,"b7a314054eb55e3745a9409beaa5d8be5cd2d273","isdn: icn: buffer overflow in icn_command()"
capsicum-linux,"f5d197b614d8fbc5c25307e7eff1d663653966fa","staging: rtl8723au: Fix buffer overflow in rtw_get_wfd_ie()"
capsicum-linux,"597baaff65b68d58ee035d556ddd6e2387c63c6d","staging: rtl8723au: Fix buffer overflow in rtw_get_wfd_ie()"
capsicum-linux,"82932d4cff46627bc1a693893326400aab5f8967","[media] msi001: fix possible integer overflow"
capsicum-linux,"017321cf390045dd4c4afc4a232995ea50bcf66d","pstore: Fix buffer overflow while write offset equal to buffer size"
capsicum-linux,"af31cb5a57084146aae5c01df6b85f54067528aa","wil6210: fix buffer overflow in wil_txdesc_debugfs_show()"
capsicum-linux,"a08d3b3b99efd509133946056531cdf8f3a0c09b","kvm: x86: fix emulator buffer overflow (CVE-2014-0049)"
capsicum-linux,"5585f7317573873f95c1bb7748322c62a6c3a919","clk: socfpga: Fix integer overflow in clock calculation"
capsicum-linux,"d3815ea95c67e62a2c651e7b5b4e08e95a4cbb13","NFC: port100: Fix possible buffer overflow"
capsicum-linux,"a37d70eb655fdcbcd93b053d11b569cc7b1787eb","staging: usbip: prevent possible buffer overflow reading port records"
capsicum-linux,"b055211d941eb6cb7b285be580cf6e51a01d2f44","drm/vmwgfx: Fix possible integer overflow"
capsicum-linux,"d4bf105bb65b61fd9036031a1854383381ef638f","iio: mxs-lradc: fix buffer overflow"
capsicum-linux,"947174476701fbc84ea8c7ec9664270f9d80b076","bcache: fix BUG_ON due to integer overflow with GC_SECTORS_USED"
capsicum-linux,"c41570c9d29764f797fa35490d72b7395a0105c3","btrfs: fix defrag 32-bit integer overflow"
capsicum-linux,"4b15d61718f0d1bd3bc32e15bffb25a31c1d5782","fs/nilfs2: fix integer overflow in nilfs_ioctl_wrap_copy()"
capsicum-linux,"38edd724577123c972f2264382005ac910ce747f","target_core_alua: check for buffer overflow"
capsicum-linux,"63791ccd4690e5c6b3f060bcd2b846e31bd0b423","mwifiex: fix potential buffer overflow in dt configuration"
capsicum-linux,"d06b3326dfd02f3f036b670d622fe56eb68a5f30","math-emu: fix floating-point to integer overflow detection"
capsicum-linux,"66c65d90db1004356281db6ead988e2e38ba9e37","iio: Fix a buffer overflow in iio_utils.h example code"
capsicum-linux,"85b088e934b9943322bfe37077289ae60f1b3414","sched/fair: Avoid integer overflow"
capsicum-linux,"6fb392b1a63ae36c31f62bc3fc8630b49d602b62","qeth: avoid buffer overflow in snmp ioctl"
capsicum-linux,"355e62f5ad12b005c862838156262eb2df2f8dff","of/irq: Fix potential buffer overflow"
capsicum-linux,"b5e2f339865fb443107e5b10603e53bbc92dc054","staging: wlags49_h2: buffer overflow setting station name"
capsicum-linux,"9d3a2260f0f4bd6379b0a0f131c743fff25b0029","SUNRPC: Fix buffer overflow checking in gss_encode_v0_msg/gss_encode_v1_msg"
capsicum-linux,"f32eca7d6f962a9d8e998dc28a96665a9a7deb78","Staging: dgnc: avoiding buffer overflow"
capsicum-linux,"5287bf726ff8a7353e883b73576710fd53dc88bb","USB: cyberjack: fix buggy integer overflow test"
capsicum-linux,"20928bd3f08afb036c096d9559d581926b895918","sparc: fix ldom_reboot buffer overflow harder"
capsicum-linux,"6b68f03f95e3f0aeea0c47799aecb296276a7cd6","ACPI / IPMI: Fix potential response buffer overflow"
capsicum-linux,"1f5210a1e6c21ef850a290bac2a85ae1da2f0c2e","ACPICA: Debugger: Prevent possible command line buffer overflow, kernel behavior is not affected."
capsicum-linux,"f5fda676e9a3991aab159418f870351bc7d45d96","gpu: host1x: fix an integer overflow check"
capsicum-linux,"8c8296223f3abb142be8fc31711b18a704c0e7d8","fs/proc/task_mmu.c: fix buffer overflow in add_page_map()"
capsicum-linux,"7e76f34fa103677a27d96a7cfef8ce61389a32de","powerpc/pseries: Fix buffer overflow when reading from pstore"
capsicum-linux,"53c035204253efe373d9ff166fae6147e8c693b6","sched_clock: Fix integer overflow"
capsicum-linux,"3ff25e3c4531aff5b1a96e2ea6e1a2d355263019","usb/net/r8152: fix integer overflow in expression"
